text,polarity
كبيره الحجم تستطيع حفظ اي شء عليها اونقل اي ملفات,0
السلعه جيده الي حد اجد المميزات الاعلان ولكني انصح اصدقاءي علي امكانيت الجهاذ,0
جهاز بطء للغايه يعلق وخصوصا الاتصال الهاتفي الشاشه والعرض جيد الحجم كبير بالنسبه لمن يحبدون الجوالات الانيقه والصغيره البطاريه تفرغ بسرعه,0
اشتريت السلعه للاسف افرح يوم اصبح الجهاز يتوقف فجاه ولايعمل اضطر الي نزع البطاريه اعاده التشغيل ان يستقر النظام يتوقف جديد الان بلا فاءده,0
انصح بيها,0
سيءه,0
اول يوم استلمته والجهاز يغلق نفسه تلقاءيا تحولت الشاشه بيضاء سيء جدا واتحدث فقط الهاتف ان هاتف مثيل وخالي العيوب الله تعالي اعلم,0
سء للغايه,0
المنتج جيدا,0
راءع وممتاز,0
لايمكن انا يكون جوال كشاف بسعر ارجو منك تعديل السعر,0
اشتريت السلعه الموقع علي انها جديده وصلتني مستعمله الشحن يعمل وبه ارقام مخزنه لاشخاص انصح,0
اتاني خدوش الخارج ويوجد ايقونات باللغه الصينيه الداخل يوجد قطعه ياخذ بطاقه السيم يتم تفعيل شبكه الامارات سيء بكل معني الكلمه انصح احد وعتبي الكبير علي موقع,0
الموبايل مساحته الداخليه ميجا متاحه فقط لايمكنك الاحتفاظ اخر تحديث للفيسبوك والواتس اب والفايبر والخرايط وهي برامج لازم حفظها الذاكره الداخليه وعندما تمتليء بهذه البرامج يبدء التهنيج المستمر,0
جيده لانها تسهل التصوير الراس ثابتا ويتحرك اثناء التصوير,0
ال بنفس حجم الشاشه,0
اشتريت قطعتين وصلني الجرابين فقط بدون حافظات الشاشه,0
يوجد عندي ملاحظات وشكرا,0
الكفر صغير,0
نوع ممتاز,0
سلعه جيده ونتمني بالوان متعدده وباشكال جميله ومتنوعه الغطاء قوي ومتين وتم التوصيل وقته المحدد ولم يحصل تاخير ونتمني الافضل,0
السلعه ممتاز كجوده تتحمل الحراره ابدا المكان تضع الجوال ماده صمغيه شده حراره الجو ذابه واضره بجوالي استعماله انا اعيش السعوديه المنطقه الشرقيه المنتج يتحمل الحراره,0
المنتج بالجوده الكافيه,0
المنتج جيد ماهو افضل,0
يعجبني الشاشه ضد البصمه وكنت اتمني ان يكون شفاف,0
السلعه جيده السعله اختارتها مو اول مره تسوها معي,0
ماتم شراءها سوق كوم بشهر فقط ظهرت عيوب بدات تتشقق ومع الاستخدام بدات تفرز ماده لزجه واثرت سلبا علي الهاتف غلق وفتح المحفظه لاحضت الماده تغطي الشاشه باكملها لانصح بشراءها بتاتا ان السعر ببسيط ولاكنها اتضح انها تقليد وليست اصليه لاتستحق ايونجمه,0
الالوان تظهر الاعلان مطلقا,0
استلمها,0
العطور مقلده انصح احد بشراءها,0
انصح,0
قمت بشراء اكثر عطر العربيه للعود كلماتي سحر الكلمات مستي ود ثبات الراءحه لهذه العطور جيده اذا كنت تبحث عطر يدوم وقت اكثر علي الجسم او الملابس فعطور العربيه للعود اختيار مناسب علي الاطلاق,0
قوه تركيز العطر جيده,0
صغيره تصلح حتي للاطفال,0
اعجبني جيدا المنتج,0
سيءه انصح خامات رديءه يوجد تحكم بدرجه الصوت السماعات تفصل الصوت الحركه مريحه اغلي مثيلاتها بالسوق,0
انها لاتعمل كانها مكسور انصحكم ابدا ارجو ان يتاكد الباءع عملها بيعها,0
اذا ارتفعت حراره الاسلاك محرك الجهاز يتوقف الجهاز العمل اذا وصل بالاطار اذا فصلته الاطار يعمل,0
اقل صفر تشتغل يوم وتوقف اسبوع مو عارف مزاجيه ايش نظامها,0
المنتج جيد,0
انصح بشراءها وهي رديءه الصنع وغاليه,0
راوتر انه موسع مدي,0
المنتج جيد ده برودباند وليس روتر بمعني ادق سوتش توزيع وتقويه شبكه وليس روتر يتم ادخال خط تليفون ومخالف تم الشراء لاجله,0
الجهاز جيد شحنه وهمي ويخلص بسرعه ادري وش السبب,0
منتج مظبوط ناحيه كميه تخزين الطاقه,0
يشحن الهاتف بنسبه فقط واذا قمت بشحن الهاتف خلاله وانت تتحدث يستطيع شحن الهاتف وتنفد طاقته فورا,0
السماعه والسبيكر جدا ضعيف والذاكره الداخليه صغيره جدا تسمح بتخزين المزيد الالعاب والبرامج والالعاب تعمل,0
بالرغم وجود شريحه موبايل الا اني يمكنني اجراء اتصال تليفوني فقط لاستقبال بيانات النت فقط وهذا بالمقارنه سامسونج ثانيا يتوفر لكه كمالياته الغلاف الخارجي للحمايه,0
ضعيفه للغايه لصنع الرغوه سيءه الصنع قصيره العمر الافتراضي سيءه,0
السلعه جديده ولم استفيد بشيء نه ناقصه يمكني تجميعها للاستفاده علما اني اشتريتها علي اساس السلعه جديده,0
للاسف اسبوع استخدامها تعمل جيدا,0
تمت للمخده الطبيه الموجوده السوق باي علاقه الحجم النوعيه وسيبك صوره الكف ال بيسيب اثر علي المخده بيحصل الكلام ده لانها اسفنجه عاديه جدا,0
اريد معرفه بالجهاز كاميرا لاستخدام السكايب ام حاله يمكن تركيب كاميرا سعرها كام يرجي سرعه الرد لشراء الجهاز,0
ربما السلعه الي ان رجعتها فقط الي سيءه حتي اكون ظالم,0
سهله الاستخدام وعمليه,0
استعمال اسبوعين فقط يمكنها ايقاف الايباد عاموديا مره اخري,0
سعر المنتج غالي جدا المنتج رديء جدا جدا انا مش حشتري حاجه تاني سوق كوم,0
منتج لايصلح لاجهزه التاب لانه لايتحمل الوزن وغير صلب,0
السلعه لاترتقي جودتها بالنسبه لسعرها ان نوعيه غطاء الحمايه والقلم وستكر الحمايه كنوعيه نوعيه رخيصه جدا,0
انصح لانها مضمونه خربان كويس الجهاز فلم بيخرب ارجع افرمتو بيخرب والان باتصل بخدمه العملا,0
ماتستاهل سعره,0
جميله والاكنها وصلتني ناقصه القطع بحيث استطع تركيبها فضطررت الي ارجاعها واضاعه وقتي,0
يجب ان تنشر الصوره مقارنه بشي معرف كيد الطفل المستهدف يكون المشتري علي بحجمها يفاجا بانها صغيره جدا,0
ضعيف جدا وخامته سيءه جدا واتقطع اول يوم,0
ايجابيات سلبيات,0
تعمل بالشكل المطلوب انها تءخر الوقت بمقدار كبير يتجاوز ساعات العمل المتواصل,0
سلعه فاشله ومكشوطه مستعمله,0
الارقام واضحه,0
سعرها المحلات واصليه وشكلها تحفه سعرها مرتفع جدا المحلات المحلات واصليه وشكلها تحفه سعرها مرتفع جدا المحلات,0
جيد وذات جوده منخفضه يوجد تناسق بالحجم وتعتبر اسوء الصفقات قمت انصح ابدا,0
سغر مرتفع يقدر قيمتها,0
الساعه مش ضد الميه خالص ودا كدب,0
ارجو شرح طريقه عمل الساعه لانني استطيع معرفه كيفيه استعمالها,0
تعمل تركيبها الجوال نهاءيا العلم اني استعمل شاحن اصلي السلك الاصلي انصح بشراءها نهاءيا,0
المشترك يعمل لانه يقوم بتحويل اشاره ال الي تحتاج الي جهاز محول للاشاره مجرد وصله,0
كنت ناويه اشتري منتجات اخري الجوده بتاعه السلعه دي خلتني اقرر اشتريش حاجه تانيه,0
الخدمه جيده انصح بالكهرباء احسن العادي,0
تصلح للغرض صنعت لاجله,0
شنطه لاي حاجه لاب توب,0
المفروض تكتب كافه بيانات المنتج وصناعته عشان الناس متشتريش غلط,0
ضعيفه الشفط كمكنسه منفاخ بطيء جدا,0
لابد مواصفات للسلعه ماركه قوه ضخ ضغط اقصي,0
اعتقادي انه ضعيف ولن يتحمل الشد ارفع حبل الغسيل,0
صغير الحجم جدا,0
وصلتني السلعه وعند تجربتها تبين وجود مشكله مقياس الهواء,0
الاستعمال الثاني الخرطوم اتقطع,0
المنتج يعجبني,0
تحتاج الي وقت كبير جدا لتعبءه اطار السياره اكثر وقت تغير اطار السياره,0
منتج ردء انصح بشراءه,0
قماشته رقيقه جدا وعن تجربه بيتقطع بسرعه,0
منصحش حد انه يفكر يجيبها,0
ايجابيات سلبيات رونيمون طاوله لاجهزه اللاب توب مزوده بمكان لقلم,0
المقسم جيد مقبول,0
ايجابيات سلبيات,0
ايجابيات سلبيات ترابيزه الاب توب للاستعمال اي مكان,0
ايجابيات سلبيات اي تابل ترابيزه لاب توب,0
منتج سء جدا,0
ايجابيات سلبيات ماكينه غزل بنات,0
سلعه رديءه للغايه وندمت اشد الندم اني اشترتها وانصح بعدم اقتناء السلعه,0
انصح بشراءها لانها لايوجد ضمان مركز صيانه جودتها رديءه,0
الماكينه بالرغم شكلها الممتاز والخامه المعقوله الشفرات حاده تماما تلمه الاخر,0
سلعه سيءه جدا,0
النظاره سيءه والعدسات خدوش كثيره والحجم مناسب,0
الماكينه يظهر صوت ماتور فقط تقص الشعر ارجو التبديل فورا وارجو الرد عليا وارسال مدوب الشحن للتبدين اقرب وقت,0
سعرها مغالي,0
السعر مبالغ بصراحه بالنسبه للقدره علي العمل المتواصل شغلت اليو اس الكشاف المروحه علي السرعه العاليه مش هتشتغل اكتر ساعه ونصف,0
جوده ممتازه للتنعيم فقط,0
شيء راءع خفيف الوزن وسهل الاستخدام اتمني الجميع ان يشتروا المقاس الكبير قدم حتي تتقيد,0
الادوات اجزاء جوده وادوات اخري جوده علي الاطلاق انصح بشراءها لصديق,0
اول استعمال لهذه السلعه الرديءه المصنوعه ادني المواد يمكن ان يصنع اداه لهذا الاستخدام,0
مصنوع خامات تعبانه,0
منتج ردء جدا ومليء بالعيوب الفنيه انصح لاي احد بشراءه,0
لايصلح الفيلات ولالمنازل وذلك لقصر الطول مناسب,0
التجربه يكن ذافاءده واتضحت عيوبه اول تجربه وتقطع مفاصل الصمامات وبعد الترميم محلات خاصه للخراطيم اصبح جيدا جدا لانصح اذا يكن جوده عاليه شركته الام,0
السعر يكون تكون,0
اشكركم,0
الحجم صغير جدا بشكل سء للغايه عمليه وغير مفيده بالمره,0
المنتج جذاب ولكنه جوده مرضيه,0
ضعيفه جدا وبتلزق الملابس ومش عمليه,0
تسخن جدا تكوي قميص,0
سيءه للغايه انصح,0
المشمع القماش خفيف جدا الفوارق منفصله القاعده نتمني يكون بديل افضل المنتج شكرا لاهتمامكم,0
اقصر طول الرولات المباعه الاسواق المصريه بالتالي يصعب استخدامها عمليا ارجو استبدال المنتج بمنتج اكبر فالحجم يتناسب طول رولات التغليف بالاسواق المصريه,0
الكشاف يعمل شحنه وعندما تفرغ البطاريه يعمل لان داءره الشحن خلل,0
جيده,0
بتقطع كويس حديدها ضعيف استعملتها شهر والايد بتاعتها اتكسرت انها المفروض حديد,0
وصلتني تباع المحلات بعشرين جنيها فقط,0
سلعه سيءه تطرد الفءران شء وجودها عدمه وصناعتها رديءه جدا وليس كتيب لطريقه الاستخدام حتي,0
المنتج يعمل بالبطاريات والباءع ذكر صفات موجوده بالمنتج المكونات بلاستيكيه وتعمل بضغط اليد تساوي ابدا السعر المعلن,0
الجهاز مشكله مخرج الكهرباء وارسلت ايميل بذلك ولم يهتم احد,0
ايجابيات سلبيات منظم الدولاب الجديد,0
منتج سيء,0
ضعيفه جدا وسهله تتقطع اقل شده ومش مظبوطه الطول نص اطول نص يعني المغناطيس اللي النص الاول والمغناطيس اللي النص التاني مش هيبقو قدام فالجذب بينهم هيكون ضعيف هتقفل تدخل او تخرج,0
الفكره جيده والتنفيذ سيء,0
تسلمت السلعه واحدي السماعات تعمل واتصل بسوق وبالفعل ارسلو مندوب شركه الشحن ليسترودوا السلعه والتي اعتقد انه عطل المصنع,0
السماعه رديءه جدا التجربه سماعه اخري اصليه الصوت جيد والسماعه اصليه والكاتالوج متوافق السماعه,0
سماعه رديءه الجوده انصح باقتناءها انت هواه الصوت النقي,0
منتج ردء,0
اذا يعمل وتم اختباره فهو جيد حتي يتم اختباره لمده عمل طويله,0
سيء تشحن اكثر بالماءه,0
عمر قصير للبطاريه يتعدي عمر التشغيل ثلاثه اسابيع ولم تعد قيمه انصح اي احد الا حاله واحده وهي ضروره الاستخدام لسفر قصير,0
ضعيفه تقوم بالشحن الا لمرتين فقط علي الرغم انها,0
ايجابيات سلبيات شاحن سيارات يو اس اجهزه سامسونج,0
شاحن سيء جدا يشحن كثير الموبايلات وخصوصا البطاريات تزيد مللي امبير اكثر انواع بطاريات الموبايلات,0
انها تشحن البطاريه اكثر بالنسبه لموبايلات الحديثه لموبايلات القديمه ده متناسب السعر,0
السلعه وحشه جدا منصحش حد يشتريها انا جبت ثلاثه مش شغالين شغال بيشحن كلمت صاحب السلعه بعت بدل اللي مش شغالين بردو مش شغالين,0
غالي علي الامكانيات البسيطه,0
الشاحن بحطوه علي الشحن لمده كبيره جدا الاخر مش بيديني اكثر ربع ساعه شحن او شحن الموبيل المفروض انوه امبير انا موبيلي امبير يعني المفروض يشحنوه كلوه زياده,0
شاحن سامسونج علبته وجديد,0
الشاحن تقليد مش اصلي واضح الخامه والتقفيل شاحن الاصلي امبير الشاحن امبير,0
سلبيه للغايه وليس اي قيكه وتعمل علي بطء عمليه الشحن,0
خامات المنتج سيءه وحجمها صغير وضعيفه,0
سيراميك وعباره قطعه صاج مطلي بيطقطق النار ويبوظ الطعام وبتتحرق,0
السلعه صغيره جدا ومفيش اي بكر استرتش قدها,0
الشكل مناسب السعر يعتبر اكتر تستحق الخامه لاكن سلعه كويسه وتنفع المطبخ وشكرا سوق كوم علي سرعه الاستجابه,0
سلعه مفيده وخامه مميزه وسعر مميز جدا ارجو الا يزيد السعر حتي يستفيد الكثير المنتج انصح غيري بثقه,0
حجم صغير جدا انما شكلها جميل كاس الويسكي افكر استخدام انها للزينه صناعه مكسيكيه,0
السلعه جيده العصا يتم تركيبها المنتصف كحامل يمكن رفع الملاحه لانها تنكسر,0
حلوه ومناسبه بالنسبه للسعر,0
تسرب الماء خارج البلاستيك داخلها,0
مسن مثبت ماده بلاستكيه صغيره الجحجم اعتقد انها تلاءم السكاكين الكبيره الحجم معلن الصوره,0
سيءه جداوتلتصق بالاطعمه ومجرد خدش الاظافر يظهر عليها يختفي,0
يوجد صرف زجاجه الخاصه والحنفيات بلاستيك ضعيف وتستهلك كهرباء عاليه ازرار للتحكم الشكل مقبول والتبريد الثلاجه جيد,0
يصلح لاي غرض خامه سيءه لايعمل انكسر اول استعمال,0
خامه ضعيفه يوجد تغليف للسلعه,0
بيسرب علي الموتور الحجاره ضعيفه علي الموتور,0
ضعيفه جدا ومستوي جزء الدوران عالي جدا الارضيه وشكلها انها خامه تستحمل,0
متوسط الاداء,0
لاتعبر الاب توب كور اي لانها ناقصه الرامات وكذلك البطاريه سداسيه العلم ان الفارق بينه النوع رامات اربعه جيجا وبطاريه سداسيه يتعدي,0
منج سيء,0
منتج حيد جدا وانصح يملكون السامسونج نوت بالحصل حتي بصفه احتياط حاله فقد او تلف الشاحن الخاص بالجهاز,0
سلعه رديءه خامات رديءه تتناسب السعر المعدن مصدي,0
سعر المنتج غالي جد,0
انا اشتريت واحده طلع صوتها سيء والتانيه الريموت اللي بيعلي ويوطي مش شغال اصلا وكمان علبه العلبتين مكسوره,0
القيام باجراء مكالمه يستطيع الطرف الاخر سماع الصوت بوضوح لانخفاض الصوت جدا,0
المنتج يدعم قمت باستلام السلعه وهي تعمل خاصيه,0
سيء جدا جدا جدا ولم استفيد نهاءيا,0
ضعيف,0
غطاء البطاريه لونه سيء جدا مطابق للون الاصلي غطاء البطاريه لايغلق تماما لاينصح بشراءها,0
كنت اتوقع انها جيده لاكن العكس الصحيح استخدمها لانها بالفعل سلعه رديءه المفروض الباءع وضع منتجات جيده لتكون مصداقيه,0
سيءه اللاصقه تخدش بسرعه,0
الغلاف المطاطي سقط اول استخدام الجوده الرديءه للتصنيع,0
الخامه الخاصه بالجراب رديءه جدا قشر تاني يوم,0
سء جدا ولم تعمل,0
سيءه للغايه,0
السلعه جيده بالمره الان تعمل ارجح لاحد ان يشتريها لانها سيءه جعلت بطاريه الايفون تنفذ بسرعه حتي ان استخدمت اي شاحن اخر,0
شكرا,0
انا ملقتش موبايل ارخص ده ومعاه ضمان وعليه سكرينه متركبه وخامته جيده شبيهه بالسامسونج وكل الامكانيات كلها موجوده الرام قليله بيتقل استخدمت اكثر تطبيق والذاكره قليله,0
الامكانيات كويسه ماعدا الرام ميجا,0
الموبايل ده انت بتحب الشكل كده مش هامك السرعه اشتريه بتلعب جيمز كده بلاش احسن,0
انصح بشده,0
اشتريت المنتج سوق استخدمها استخدام سيء تالتحميل الزاءد عليها او,0
البرفيوم اوريجنال وبيقعد كتير جدا,0
المنتج عالي الجوده خاصه بالنسبه لسعره كمنتج لشركه عاميه معروفه فهو سعر مناسب جدا ايضا مناسب الكثير الاوقات المناسبات الخاصه لاكثر فءه عمريه بالاضافه الي ان راءحه فواحه ثابته جدا,0
خفيفه وغير ثابته تدوم طويلا راءحتها خفيفه تكاد تشعر تدوم علي الملابس اقوم بشراءها مره اخري انصح بشراءها,0
ضروري لكل هواه الطيور,0
جيد لمن يعطي قراءه مختلفه مره,0
معقول الصوت ضعيف,0
منتج سء يعمل وطريقه شحنه صعبه اخد وقت طويل للوصل,0
يءثر اداء الشبكه البطاريه عديم الفاءده وهدر للمال,0
تعمل اكثر شهر وهي الان جثه هامده,0
تم البطاريات علي الشاحن لمده ساعات ولما تم التشغيل تشتغل سوا اقل ساعتين فقط يوجد مءشر يدل علي انتهاء الشحن,0
عدم ارفاق شفرات معه لتجربته اهم عيوبه,0
ضعيفه الفعاليه جدا اقصي يمكن ان تفعله ان ترفع قدره البطاريه بمقدار يزيد,0
الشفط الطرد ضغيف للغايه انصح بهذه السلعه,0
ممتازه علي وجه العموم,0
سيءه للغايه وصلتني وبشحنها للاخر مافيش للاسف حاجه توضح اتشحنت لسه ممكن تفضل تشحنها ساعات مش هاتقول وفي الاخر تشحن بطاريه امبير فقط,0
السعر مبالغ جدا متوفر السوق بارخص كده الافضل ان السعر ينزل بشكل تنافسي,0
المنتج دا عيب وانا افتكرت انو هيتعدل ياخد شحن كفايه مافيش فايده بيعلق حاجه غلط وانا عايزه ارجع المنتج ده سمحتو,0
اولا الفلتر بيتسد بسرعه القهوه والقهوه وش وخفيفه جدا,0
اولا المنتج يوجد بيه هيتر سخان فهو يعتمد علي كهربه المياه بطرفين موجب سالب يءدي الي ناين المياه اي فصل مكوناته الي هيدروجين اكسجين اي انك ستشرب مواد كيماءيه تاثيرها خطير علي الجسم ثانيا امن مطلقا فلو انك وضعت ملعقه معدن او لمست المياه موصل بالكهرباء ستصعقك بالكهرباء تحذير مكتوب اسفل المنتج بالانجليزيه لذلك فالمنتج معه ملعقه بلاستيك خامه الاناء المنتج تركي يوجد يه مفتاح لفصله لمبه بيان يفصل اتوماتيكي,0
محدد بلد الصنع,0
السلعه تحتوي علي العدد المذكور والايميلات محدثه اطلاقا ومعظمها ايميلات خاطءه تعمل,0
تقفيل الجراب وحش جدا كذالك طبيعه الجلد وحشه عدم ثبات الجوانب الضامه للسلعه خلعت اول مره التركيب,0
للاسف السكرين بروتكتور مش دي وده للاسف عدم جديه,0
مستاء اني اشتريت الكفر ولاول مره احس بسخونه الايباد لان الخامه جيده والجهاز مش مرتاح قمت بتركيب الكفر القديم,0
اللصقه عمليه اطلاقا ويظهر الكثير فقاعات الهواء ان الفقاعات واضحه قفل الجهاز وعند تشغيله تظهر بوضوح اما الباءع فليس ذنب,0
اولا ياتي قلم مثله او افضل التابلت ستشتريه,0
خامه رديءه جدا,0
يتم تعليقها حلق الباب الغالب الخشب الضعيف او يتم الحفر وتسبيتها بمسامير الصلب حتي يتم تعليقها اعلي الباب,0
تحتاج الي داعم للراس اعلي مستوي الظهر حتي يكون قاسي علي الظهر,0
راءع انصح بيه للشباب لتمارين الاطاله العقله,0
كتب السلعه فالتكبير بسيط يتجاوز والزر يبعد العدسات بعضها البعض داءما ينفك يمكن استخدامها القراءه الحياكه سلعه اري ان ثمنها يجوز ان يتعدي وليس,0
اي اوبشن الا الصوت اللمس وترديد الكلمات ولكنها لاتغني ولاتحكي حكايات,0
عملي وصعب الاستخدام ولم استطع استخدامه بالرغم وجود هواء جيد,0
الشكل والحجم والامكانيات مناسبه وعجب الواد ميزو حبيبي معاه بطاريات اللي بتتشحن يبقي اجمل انما كمنتج كويس شكرا سوق كوم علي سرعه الاستجابه,0
الازرار بتعلق,0
انت كده بوظت المنتج انا ماجيكن وبجيب انواع مختلفه اوراق العب ده ان سعر الكتشينا البي اصلا انت تبعهه مفتري تكسب واصلن المنتج بايظ ومفتوح,0
السلعه مخالفه للمواصفات المكتوبه,0
السلعه سيءه جدا ولانصح بشراء مثيلاتها الحجم,0
سيءه جدا مطابقه للمواصفات المذكوره كمان ان الشاحن يعمل تقريبا كسر او صالج للاستخدام,0
ايجابيات سلبيات اصغر طاءره هيلكوبتر لاسلكيه العالم ضد الكسر,0
الصناعه رديءه ويوجد خلل بالتركيب,0
انا اشتريت الجراب شهر الموقع لانه متوفر السوق رغم مظهره الجيد الا ان البلاستيك ظهر الجراب بيتكسر يتشقق لوحده بدون سبب,0
نوع تابليت,0
التسليم ممتاز الجهاز يتوقف العمل اما بدايه التشغيل او فتره التشغيل او ايقاف العمل يهنج,0
سء جدا,0
الجهاز اشتريته التخفيض بسعر بطء جدا وبيهنج ربما بسبب ضعف ذاكره الرام الخاصه,0
تابلت ممتاز بامكانيات متوسطه الاداء,0
ذاكره الرام ضعيفه,0
ممتاز التتش يعمل احيانا بكفاءه واحيانا بتكرار اللمس ومرات يعمل الا اغلاق الجهاز فتحه,0
السعر غالي جدا لضعف الامكانيات,0
الكاميرا وحشه جدا وبتقطع تسجيل اكونت جوجل الجهاز بيهنج خالص يوجد سينسور انصح اي شخص بشراء الجهاز,0
الانتاج يحتاج لعنايه اكثر خاصه اللمسات الاخيره,0
تعمل وشكران سوق كوم خدمات متميزه,0
الجهاز يفصل دقاءق تشغيله حتي تم توصيله ببطاريه سياره,0
سلعه رديءه,0
تعمل علي اي فيلم او جهاز وغير تالم العين لبسها,0
مش تمام,0
حجمها صغير جدا تكاد تكون ساعه اطفال الاستيك ناشف مرن والابزين بلاستك سهل الكسر خفيفه الوزن,0
ممتازهوشيك,0
ايجابيات سلبيات,0
الثلاث عدادات الاماميه تعمل ام,0
صغيره مش بتقفل كويس بتقع كتير شكلها كويس حجمها صغير وقوعها المتكرر ممكن يخليها تضيع اي حته شكلها شغال مش وحشه المفروض تتحط كساعه بناتي مش حريمي بسبب حجمها الصغير ده,0
راي بالظبط زي قولت الايجابيات والسلبيات,0
